Name,Stage,Lead Length,Place Notation,Type,Interior Notation,Hunt Number
Luni Surprise Major,8,32,"56-56.14-78-3678-1234-1258-34-78,12",T,56-56.14-78-3678-1234-1258-34-78-34-1258-1234-3678-78-14.56-56.12,1
Kovno Surprise Major,8,32,"56-56.14-78-3678-1234-3458-12-78,12",T,56-56.14-78-3678-1234-3458-12-78-12-3458-1234-3678-78-14.56-56.12,1
Seibo Surprise Major,8,32,"56-56.14-78-3678-1234-58.34.12-78,12",T,56-56.14-78-3678-1234-58.34.12-78-12.34.58-1234-3678-78-14.56-56.12,1
Lugoj Surprise Major,8,32,"56-56.14-78-3678-34-58-34-78,12",T,56-56.14-78-3678-34-58-34-78-34-58-34-3678-78-14.56-56.12,1
Luzy Surprise Major,8,32,"56-56.14-78-3678.12-12.3458.12-1234.78,12",T,56-56.14-78-3678.12-12.3458.12-1234.78.1234-12.3458.12-12.3678-78-14.56-56.12,1
Ledo Surprise Major,8,32,"56-56.14-78-3678.12-12.58.12-12.78,12",T,56-56.14-78-3678.12-12.58.12-12.78.12-12.58.12-12.3678-78-14.56-56.12,1
Kazvin Surprise Major,8,32,"56-56.14-78-3678.12-12.58.1234-1234.78,12",T,56-56.14-78-3678.12-12.58.1234-1234.78.1234-1234.58.12-12.3678-78-14.56-56.12,1
Brod Surprise Major,8,32,"56-56.14-78-3678.12-1234.58.1234-12.78,12",T,56-56.14-78-3678.12-1234.58.1234-12.78.12-1234.58.1234-12.3678-78-14.56-56.12,1
Maui Surprise Major,8,32,"56-56.14-78-3678.12.34.12.3458.12-12.78,12",T,56-56.14-78-3678.12.34.12.3458.12-12.78.12-12.3458.12.34.12.3678-78-14.56-56.12,1
Ojiya Surprise Major,8,32,"56-56.14-78-3678.12.34.12.58.1234-12.78,12",T,56-56.14-78-3678.12.34.12.58.1234-12.78.12-1234.58.12.34.12.3678-78-14.56-56.12,1
Faringdon Surprise Major,8,32,"56-56.14.56-56.38-14-1258.34-14.58,18",T,56-56.14.56-56.38-14-1258.34-14.58.14-34.1258-14-38.56-56.14.56-56.18,1
Fulwell Surprise Major,8,32,"56-56.14.56-56.38-14-1258.36.12.56.78,18",T,56-56.14.56-56.38-14-1258.36.12.56.78.56.12.36.1258-14-38.56-56.14.56-56.18,1
January Surprise Major,8,32,"56-56.14.56-56.38-14-1458-12-58,12",T,56-56.14.56-56.38-14-1458-12-58-12-1458-14-38.56-56.14.56-56.12,1
Grayshott Surprise Major,8,32,"56-56.14.56-56.38-14-1458-12-58,18",T,56-56.14.56-56.38-14-1458-12-58-12-1458-14-38.56-56.14.56-56.18,1
Xadier Surprise Major,8,32,"56-56.14.56-56.38-14-58-1236-78,18",T,56-56.14.56-56.38-14-58-1236-78-1236-58-14-38.56-56.14.56-56.18,1
Sapcote Surprise Major,8,32,"56-56.14.56-56.38-14-58-14-58,12",T,56-56.14.56-56.38-14-58-14-58-14-58-14-38.56-56.14.56-56.12,1
Xavier Surprise Major,8,32,"56-56.14.56-56.38-14-58-14-58,18",T,56-56.14.56-56.38-14-58-14-58-14-58-14-38.56-56.14.56-56.18,1
Hatfield Peverel Surprise Major,8,32,"56-56.14.56-56.38-14-58-36-78,18",T,56-56.14.56-56.38-14-58-36-78-36-58-14-38.56-56.14.56-56.18,1
Ormerod Road Surprise Major,8,32,"56-56.14.56-56.38-14-58.14-12.58,18",T,56-56.14.56-56.38-14-58.14-12.58.12-14.58-14-38.56-56.14.56-56.18,1
Easthampstead Surprise Major,8,32,"56-56.14.56-56.38-14-58.14-34.58,18",T,56-56.14.56-56.38-14-58.14-34.58.34-14.58-14-38.56-56.14.56-56.18,1
Farthest Canal Surprise Major,8,32,"56-56.14.56-56.38-34-3458-34-58,18",T,56-56.14.56-56.38-34-3458-34-58-34-3458-34-38.56-56.14.56-56.18,1
Dubris Surprise Major,8,32,"56-56.14.56-56.38-34-38-16-58,18",T,56-56.14.56-56.38-34-38-16-58-16-38-34-38.56-56.14.56-56.18,1
Zhemchug Surprise Major,8,32,"56-56.14.56-56.38.14-14.58.12-12.58,12",T,56-56.14.56-56.38.14-14.58.12-12.58.12-12.58.14-14.38.56-56.14.56-56.12,1
Quarr Surprise Major,8,32,"56-56.14.56-56.38.14-14.58.14-1236.78,18",T,56-56.14.56-56.38.14-14.58.14-1236.78.1236-14.58.14-14.38.56-56.14.56-56.18,1
St Nicholas' Warwick Surprise Major,8,32,"56-56.14.56-56.38.14-14.58.14-14.58,18",T,56-56.14.56-56.38.14-14.58.14-14.58.14-14.58.14-14.38.56-56.14.56-56.18,1
Crendon Surprise Major,8,32,"56-56.14.56-56.38.14-14.58.14.36-78,18",T,56-56.14.56-56.38.14-14.58.14.36-78-36.14.58.14-14.38.56-56.14.56-56.18,1
Canovium Varae Surprise Major,8,32,"56-56.14.58-12.36-12-58.12-14.38,18",T,56-56.14.58-12.36-12-58.12-14.38.14-12.58-12-36.12-58.14.56-56.18,1
Rotherwas Surprise Major,8,32,"56-56.14.58-12.36-14-1458-14-38,18",T,56-56.14.58-12.36-14-1458-14-38-14-1458-14-36.12-58.14.56-56.18,1
Aries Surprise Major,8,32,"56-56.14.58-12.36-14-58.14-14.38,18",T,56-56.14.58-12.36-14-58.14-14.38.14-14.58-14-36.12-58.14.56-56.18,1
Aquae Sulis Surprise Major,8,32,"56-56.14.58-12.36-14-58.14-34.18,18",T,56-56.14.58-12.36-14-58.14-34.18.34-14.58-14-36.12-58.14.56-56.18,1
Elmton Surprise Major,8,32,"56-56.14.58-12.36.14-14.38.14.36.14.58,18",T,56-56.14.58-12.36.14-14.38.14.36.14.58.14.36.14.38.14-14.36.12-58.14.56-56.18,1
Morbium Surprise Major,8,32,"56-56.14.58-12.36.14-14.58-14-38,18",T,56-56.14.58-12.36.14-14.58-14-38-14-58.14-14.36.12-58.14.56-56.18,1
Venta Silurium Surprise Major,8,32,"56-56.14.58-12.38-12-1458-34.16.58,18",T,56-56.14.58-12.38-12-1458-34.16.58.16.34-1458-12-38.12-58.14.56-56.18,1
Verlucio Surprise Major,8,32,"56-56.14.58-12.38-12-58-12.36.18,18",T,56-56.14.58-12.38-12-58-12.36.18.36.12-58-12-38.12-58.14.56-56.18,1
Sawley Abbey Surprise Major,8,32,"56-56.14.58-12.38-12-58.16-14.78,12",T,56-56.14.58-12.38-12-58.16-14.78.14-16.58-12-38.12-58.14.56-56.12,1
Alauna Surprise Major,8,32,"56-56.14.58-12.38-12-58.36.12-18,18",T,56-56.14.58-12.38-12-58.36.12-18-12.36.58-12-38.12-58.14.56-56.18,1
Ordley Surprise Major,8,32,"56-56.14.58-12.38-14-1238-34.16.38,18",T,56-56.14.58-12.38-14-1238-34.16.38.16.34-1238-14-38.12-58.14.56-56.18,1
Camerhogne Surprise Major,8,32,"56-56.14.58-12.38-14-38.12-56.18,18",T,56-56.14.58-12.38-14-38.12-56.18.56-12.38-14-38.12-58.14.56-56.18,1
Bravoniacum Surprise Major,8,32,"56-56.14.58-12.38-14-38.16-14.38,18",T,56-56.14.58-12.38-14-38.16-14.38.14-16.38-14-38.12-58.14.56-56.18,1
Durovernum Cantiocorum Surprise Major,8,32,"56-56.14.58-12.38-14-38.16-34.18,18",T,56-56.14.58-12.38-14-38.16-34.18.34-16.38-14-38.12-58.14.56-56.18,1
Holguin Surprise Major,8,32,"56-56.14.58-12.38-14-58.14.56.34.18,18",T,56-56.14.58-12.38-14-58.14.56.34.18.34.56.14.58-14-38.12-58.14.56-56.18,1
Inagua Surprise Major,8,32,"56-56.14.58-12.38-14-58.16-16.58,18",T,56-56.14.58-12.38-14-58.16-16.58.16-16.58-14-38.12-58.14.56-56.18,1
Wentworth College Surprise Major,8,32,"56-56.14.58-12.38.12-14.38.12-14.78,12",T,56-56.14.58-12.38.12-14.38.12-14.78.14-12.38.14-12.38.12-58.14.56-56.12,1
Gariannonum Surprise Major,8,32,"56-56.14.58-12.38.12-14.38.14.56.12.38,18",T,56-56.14.58-12.38.12-14.38.14.56.12.38.12.56.14.38.14-12.38.12-58.14.56-56.18,1
Varadero Surprise Major,8,32,"56-56.14.58-12.38.12-14.38.16-12.38,18",T,56-56.14.58-12.38.12-14.38.16-12.38.12-16.38.14-12.38.12-58.14.56-56.18,1
Leda Surprise Major,8,32,"56-56.14.58-12.38.12-14.58.14-14.58,12",T,56-56.14.58-12.38.12-14.58.14-14.58.14-14.58.14-12.38.12-58.14.56-56.12,1
Roatan Surprise Major,8,32,"56-56.14.58-12.38.14-14.38-16-78,18",T,56-56.14.58-12.38.14-14.38-16-78-16-38.14-14.38.12-58.14.56-56.18,1
Matovium Surprise Major,8,32,"56-56.14.58-12.38.14-14.38.12.56.14.58,18",T,56-56.14.58-12.38.14-14.38.12.56.14.58.14.56.12.38.14-14.38.12-58.14.56-56.18,1
Lambda Surprise Major,8,32,"56-56.14.58-12.38.14-14.38.1256-14.58,18",T,56-56.14.58-12.38.14-14.38.1256-14.58.14-1256.38.14-14.38.12-58.14.56-56.18,1
Utilia Surprise Major,8,32,"56-56.14.58-12.38.14-14.38.16-16.78,18",T,56-56.14.58-12.38.14-14.38.16-16.78.16-16.38.14-14.38.12-58.14.56-56.18,1
Soufriere Surprise Major,8,32,"56-56.14.58-12.38.14-14.58-14.36.58,18",T,56-56.14.58-12.38.14-14.58-14.36.58.36.14-58.14-14.38.12-58.14.56-56.18,1
Duncote Surprise Major,8,32,"56-56.14.58-12.38.14-14.58-14.56.38,18",T,56-56.14.58-12.38.14-14.58-14.56.38.56.14-58.14-14.38.12-58.14.56-56.18,1
Coventry Street Surprise Major,8,32,"56-56.14.58-56.38.12-14.58-36-18,12",T,56-56.14.58-56.38.12-14.58-36-18-36-58.14-12.38.56-58.14.56-56.12,1
Verterae Surprise Major,8,32,"56-56.14.58-58.16-12-38-56-58,18",T,56-56.14.58-58.16-12-38-56-58-56-38-12-16.58-58.14.56-56.18,1
Tanatus Insula Surprise Major,8,32,"56-56.14.58-58.16.34-14.58-14.36.58,18",T,56-56.14.58-58.16.34-14.58-14.36.58.36.14-58.14-34.16.58-58.14.56-56.18,1
Ynys-Wytryn Surprise Major,8,32,"56-56.14.58-58.36-12-38.14-16.58,18",T,56-56.14.58-58.36-12-38.14-16.58.16-14.38-12-36.58-58.14.56-56.18,1
Jumla Surprise Major,8,32,"56-56.14.78-78.1236-12-123458-12.34.78,12",T,56-56.14.78-78.1236-12-123458-12.34.78.34.12-123458-12-1236.78-78.14.56-56.12,1
Juba Surprise Major,8,32,"56-56.14.78-78.1236-12-1258-12-78,12",T,56-56.14.78-78.1236-12-1258-12-78-12-1258-12-1236.78-78.14.56-56.12,1
Hazir Surprise Major,8,32,"56-56.14.78-78.1236-12-1258.34.12.34.78,12",T,56-56.14.78-78.1236-12-1258.34.12.34.78.34.12.34.1258-12-1236.78-78.14.56-56.12,1
Hariq Surprise Major,8,32,"56-56.14.78-78.1236-12-58.12-12.78,12",T,56-56.14.78-78.1236-12-58.12-12.78.12-12.58-12-1236.78-78.14.56-56.12,1
Kotri Surprise Major,8,32,"56-56.14.78-78.1236-12.34.1258.34.12-78,12",T,56-56.14.78-78.1236-12.34.1258.34.12-78-12.34.1258.34.12-1236.78-78.14.56-56.12,1
Graso Surprise Major,8,32,"56-56.14.78-78.1236-1234-123458-12-78,12",T,56-56.14.78-78.1236-1234-123458-12-78-12-123458-1234-1236.78-78.14.56-56.12,1
Ica Surprise Major,8,32,"56-56.14.78-78.1236-1234-1258-1234-78,12",T,56-56.14.78-78.1236-1234-1258-1234-78-1234-1258-1234-1236.78-78.14.56-56.12,1
Vasht Surprise Major,8,32,"56-56.14.78-78.1236-1234-1258.34.12-78,12",T,56-56.14.78-78.1236-1234-1258.34.12-78-12.34.1258-1234-1236.78-78.14.56-56.12,1
Itula Surprise Major,8,32,"56-56.14.78-78.1236-1234-3458.12-12.78,12",T,56-56.14.78-78.1236-1234-3458.12-12.78.12-12.3458-1234-1236.78-78.14.56-56.12,1
Gafsa Surprise Major,8,32,"56-56.14.78-78.1236-1234-58.12.34.12.78,12",T,56-56.14.78-78.1236-1234-58.12.34.12.78.12.34.12.58-1234-1236.78-78.14.56-56.12,1
Ivdel Surprise Major,8,32,"56-56.14.78-78.36-12-3458-12.34.78,12",T,56-56.14.78-78.36-12-3458-12.34.78.34.12-3458-12-36.78-78.14.56-56.12,1
Joux Surprise Major,8,32,"56-56.14.78-78.36-12-58-12-78,12",T,56-56.14.78-78.36-12-58-12-78-12-58-12-36.78-78.14.56-56.12,1
Graz Surprise Major,8,32,"56-56.14.78-78.36-12-58.34.12.34.78,12",T,56-56.14.78-78.36-12-58.34.12.34.78.34.12.34.58-12-36.78-78.14.56-56.12,1
Goor Surprise Major,8,32,"56-56.14.78-78.36-12.34.58.34.12-78,12",T,56-56.14.78-78.36-12.34.58.34.12-78-12.34.58.34.12-36.78-78.14.56-56.12,1
Gozo Surprise Major,8,32,"56-56.14.78-78.36-1234-3458-12-78,12",T,56-56.14.78-78.36-1234-3458-12-78-12-3458-1234-36.78-78.14.56-56.12,1
Ibb Surprise Major,8,32,"56-56.14.78-78.36-1234-58-1234-78,12",T,56-56.14.78-78.36-1234-58-1234-78-1234-58-1234-36.78-78.14.56-56.12,1
Rypin Surprise Major,8,32,"56-56.14.78-78.36-1234-58.34.12-78,12",T,56-56.14.78-78.36-1234-58.34.12-78-12.34.58-1234-36.78-78.14.56-56.12,1
Idfu Surprise Major,8,32,"56-56.14.78-78.36.12-12.3458.12-1234.78,12",T,56-56.14.78-78.36.12-12.3458.12-1234.78.1234-12.3458.12-12.36.78-78.14.56-56.12,1
Harib Surprise Major,8,32,"56-56.14.78-78.36.12-12.58.12-12.78,12",T,56-56.14.78-78.36.12-12.58.12-12.78.12-12.58.12-12.36.78-78.14.56-56.12,1
Galag Surprise Major,8,32,"56-56.14.78-78.36.12-12.58.1234-1234.78,12",T,56-56.14.78-78.36.12-12.58.1234-1234.78.1234-1234.58.12-12.36.78-78.14.56-56.12,1
Baf'q Surprise Major,8,32,"56-56.14.78-78.36.12-1234.58.1234-12.78,12",T,56-56.14.78-78.36.12-1234.58.1234-12.78.12-1234.58.1234-12.36.78-78.14.56-56.12,1
Isna Surprise Major,8,32,"56-56.14.78-78.36.12.34.12.3458.12-12.78,12",T,56-56.14.78-78.36.12.34.12.3458.12-12.78.12-12.3458.12.34.12.36.78-78.14.56-56.12,1
Nonni Surprise Major,8,32,"56-56.14.78-78.36.12.34.12.58.12.34.12.78,12",T,56-56.14.78-78.36.12.34.12.58.12.34.12.78.12.34.12.58.12.34.12.36.78-78.14.56-56.12,1
Gabin Surprise Major,8,32,"56-56.14.78-78.36.12.34.12.58.1234-12.78,12",T,56-56.14.78-78.36.12.34.12.58.1234-12.78.12-1234.58.12.34.12.36.78-78.14.56-56.12,1
Faya Surprise Major,8,32,"56-56.1478-78-1236-12-123458-12.34.78,12",T,56-56.1478-78-1236-12-123458-12.34.78.34.12-123458-12-1236-78-1478.56-56.12,1
Farsi Surprise Major,8,32,"56-56.1478-78-1236-12-1258-12-78,12",T,56-56.1478-78-1236-12-1258-12-78-12-1258-12-1236-78-1478.56-56.12,1
Canha Surprise Major,8,32,"56-56.1478-78-1236-12-1258.34.12.34.78,12",T,56-56.1478-78-1236-12-1258.34.12.34.78.34.12.34.1258-12-1236-78-1478.56-56.12,1
Cali Surprise Major,8,32,"56-56.1478-78-1236-12-58.12-12.78,12",T,56-56.1478-78-1236-12-58.12-12.78.12-12.58-12-1236-78-1478.56-56.12,1
Kavak Surprise Major,8,32,"56-56.1478-78-1236-12.34.1258.34.12-78,12",T,56-56.1478-78-1236-12.34.1258.34.12-78-12.34.1258.34.12-1236-78-1478.56-56.12,1
Banki Surprise Major,8,32,"56-56.1478-78-1236-1234-123458-12-78,12",T,56-56.1478-78-1236-1234-123458-12-78-12-123458-1234-1236-78-1478.56-56.12,1
Umea Surprise Major,8,32,"56-56.1478-78-1236-1234-1258.34.12-78,12",T,56-56.1478-78-1236-1234-1258.34.12-78-12.34.1258-1234-1236-78-1478.56-56.12,1
Dulan Surprise Major,8,32,"56-56.1478-78-1236-1234-3458.12-12.78,12",T,56-56.1478-78-1236-1234-3458.12-12.78.12-12.3458-1234-1236-78-1478.56-56.12,1
Adraj Surprise Major,8,32,"56-56.1478-78-1236-1234-58.12.34.12.78,12",T,56-56.1478-78-1236-1234-58.12.34.12.78.12.34.12.58-1234-1236-78-1478.56-56.12,1
Duvan Surprise Major,8,32,"56-56.1478-78-36-12-3458-12.34.78,12",T,56-56.1478-78-36-12-3458-12.34.78.34.12-3458-12-36-78-1478.56-56.12,1
Fafa Surprise Major,8,32,"56-56.1478-78-36-12-58-12-78,12",T,56-56.1478-78-36-12-58-12-78-12-58-12-36-78-1478.56-56.12,1
Barh Surprise Major,8,32,"56-56.1478-78-36-12-58.34.12.34.78,12",T,56-56.1478-78-36-12-58.34.12.34.78.34.12.34.58-12-36-78-1478.56-56.12,1
Fyn Surprise Major,8,32,"56-56.1478-78-36-12.34.58.34.12-78,12",T,56-56.1478-78-36-12.34.58.34.12-78-12.34.58.34.12-36-78-1478.56-56.12,1
Bam Surprise Major,8,32,"56-56.1478-78-36-1234-3458-12-78,12",T,56-56.1478-78-36-1234-3458-12-78-12-3458-1234-36-78-1478.56-56.12,1
Raahe Surprise Major,8,32,"56-56.1478-78-36-1234-58.34.12-78,12",T,56-56.1478-78-36-1234-58.34.12-78-12.34.58-1234-36-78-1478.56-56.12,1
Collo Surprise Major,8,32,"56-56.1478-78-36.12-12.3458.12-1234.78,12",T,56-56.1478-78-36.12-12.3458.12-1234.78.1234-12.3458.12-12.36-78-1478.56-56.12,1
Buea Surprise Major,8,32,"56-56.1478-78-36.12-12.58.12-12.78,12",T,56-56.1478-78-36.12-12.58.12-12.78.12-12.58.12-12.36-78-1478.56-56.12,1
Afula Surprise Major,8,32,"56-56.1478-78-36.12-12.58.1234-1234.78,12",T,56-56.1478-78-36.12-12.58.1234-1234.78.1234-1234.58.12-12.36-78-1478.56-56.12,1
Adak Surprise Major,8,32,"56-56.1478-78-36.12-1234.58.1234-12.78,12",T,56-56.1478-78-36.12-1234.58.1234-12.78.12-1234.58.1234-12.36-78-1478.56-56.12,1
Dolo Surprise Major,8,32,"56-56.1478-78-36.12.34.12.3458.12-12.78,12",T,56-56.1478-78-36.12.34.12.3458.12-12.78.12-12.3458.12.34.12.36-78-1478.56-56.12,1
Adhoi Surprise Major,8,32,"56-56.1478-78-36.12.34.12.58.12.34.12.78,12",T,56-56.1478-78-36.12.34.12.58.12.34.12.78.12.34.12.58.12.34.12.36-78-1478.56-56.12,1
Najd Surprise Major,8,32,"56-56.1478-78-36.12.34.12.58.1234-12.78,12",T,56-56.1478-78-36.12.34.12.58.1234-12.78.12-1234.58.12.34.12.36-78-1478.56-56.12,1
Dartmoor Surprise Major,8,32,"56-58.14-58-36-12-58-16-18,12",T,56-58.14-58-36-12-58-16-18-16-58-12-36-58-14.58-56.12,1
Queensway Surprise Major,8,32,"56-58.14-58-36-14-58.14-14.58,12",T,56-58.14-58-36-14-58.14-14.58.14-14.58-14-36-58-14.58-56.12,1
Aldersgate Surprise Major,8,32,"56-58.14-58-36.14-14.58-14-58,12",T,56-58.14-58-36.14-14.58-14-58-14-58.14-14.36-58-14.58-56.12,1
Gimp Surprise Major,8,32,"56-58.14-58-38-12-58-14-38,18",T,56-58.14-58-38-12-58-14-38-14-58-12-38-58-14.58-56.18,1
Kingsway Surprise Major,8,32,"56-58.14.56-58.16-12-58.12-14.58,12",T,56-58.14.56-58.16-12-58.12-14.58.14-12.58-12-16.58-56.14.58-56.12,1
Champion of the Thames Surprise Major,8,32,"56-58.16-12-16-34-38-56.14.58,12",T,56-58.16-12-16-34-38-56.14.58.14.56-38-34-16-12-16.58-56.12,1
Euston Road Surprise Major,8,32,"56-58.16-12-38-14-38.14-14.38,18",T,56-58.16-12-38-14-38.14-14.38.14-14.38-14-38-12-16.58-56.18,1
Threadneedle Surprise Major,8,32,"56-58.16-56-38-34-58.14-14.58,12",T,56-58.16-56-38-34-58.14-14.58.14-14.58-34-38-56-16.58-56.12,1
Dunstable Surprise Major,8,32,"56-58.16.58-1256.38.14-14.58.36-16.58,18",T,56-58.16.58-1256.38.14-14.58.36-16.58.16-36.58.14-14.38.1256-58.16.58-56.18,1
Capricorn Surprise Major,8,32,"56.34-16.58-58.36.14-14.58-14-38,18",T,56.34-16.58-58.36.14-14.58-14-38-14-58.14-14.36.58-58.16-34.56.18,1
Cumberland Surprise Major,8,32,"56.34.56.14-58-36-14-38-12-18,12",T,56.34.56.14-58-36-14-38-12-18-12-38-14-36-58-14.56.34.56.12,1
October Surprise Major,8,32,"56.34.56.14.58-56.38.14-14.38-12.36.18,12",T,56.34.56.14.58-56.38.14-14.38-12.36.18.36.12-38.14-14.38.56-58.14.56.34.56.12,1
Kalashnikov Surprise Major,8,32,"56.34.58.14.58.12.56.38-14-58-14.56.18,18",T,56.34.58.14.58.12.56.38-14-58-14.56.18.56.14-58-14-38.56.12.58.14.58.34.56.18,1
Eastry Surprise Major,8,32,"56.34.58.16-12-1236-12-38.14-34.18,12",T,56.34.58.16-12-1236-12-38.14-34.18.34-14.38-12-1236-12-16.58.34.56.12,1
Barnsley Surprise Major,8,32,"56.38-14-58-16-12-38-14-78,12",T,56.38-14-58-16-12-38-14-78-14-38-12-16-58-14-38.56.12,1
Keighley Surprise Major,8,32,"56.38-14-58-16-12-38-1456-78,12",T,56.38-14-58-16-12-38-1456-78-1456-38-12-16-58-14-38.56.12,1
Hessle Surprise Major,8,32,"56.38-14-58-16-12-38.56.14.56.78,12",T,56.38-14-58-16-12-38.56.14.56.78.56.14.56.38-12-16-58-14-38.56.12,1
Anode Surprise Major,8,32,"56.38.56.14-12-36-14-1458-56.14.58,12",T,56.38.56.14-12-36-14-1458-56.14.58.14.56-1458-14-36-12-14.56.38.56.12,1
Anodyne Surprise Major,8,32,"56.38.56.14-12-36-14-58-56-58,12",T,56.38.56.14-12-36-14-58-56-58-56-58-14-36-12-14.56.38.56.12,1
Hartley Surprise Major,8,32,"56.38.56.14.56.12.56.38.12.34.12.38.56.12.34.58,12",T,56.38.56.14.56.12.56.38.12.34.12.38.56.12.34.58.34.12.56.38.12.34.12.38.56.12.56.14.56.38.56.12,1
Rayment Surprise Major,8,32,"56.38.56.14.56.12.58.36.12.34.12.58.12.36.14.78,12",T,56.38.56.14.56.12.58.36.12.34.12.58.12.36.14.78.14.36.12.58.12.34.12.36.58.12.56.14.56.38.56.12,1
Girton College Surprise Major,8,32,"56.38.56.14.58-58.16-34.12.38.56-16.58,12",T,56.38.56.14.58-58.16-34.12.38.56-16.58.16-56.38.12.34-16.58-58.14.56.38.56.12,1
Samuel Smith Surprise Major,8,32,"56.38.56.14.58.12.58.16.34.12.34.58.36.14.56.78,12",T,56.38.56.14.58.12.58.16.34.12.34.58.36.14.56.78.56.14.36.58.34.12.34.16.58.12.58.14.56.38.56.12,1
Marib Surprise Major,8,32,"56.78-14-5678-1236-12-123458-1234-78,12",T,56.78-14-5678-1236-12-123458-1234-78-1234-123458-12-1236-5678-14-78.56.12,1
Yalu Surprise Major,8,32,"56.78-14-5678-1236-12.34.1258-1234-78,12",T,56.78-14-5678-1236-12.34.1258-1234-78-1234-1258.34.12-1236-5678-14-78.56.12,1
Massa Surprise Major,8,32,"56.78-14-5678-1236-12.34.1258.34.12-78,12",T,56.78-14-5678-1236-12.34.1258.34.12-78-12.34.1258.34.12-1236-5678-14-78.56.12,1
Yap Surprise Major,8,32,"56.78-14-5678-1236-1234-1258.34.12-78,12",T,56.78-14-5678-1236-1234-1258.34.12-78-12.34.1258-1234-1236-5678-14-78.56.12,1
Ipin Surprise Major,8,32,"56.78-14-5678-36-12-3458-1234-78,12",T,56.78-14-5678-36-12-3458-1234-78-1234-3458-12-36-5678-14-78.56.12,1
Taofu Surprise Major,8,32,"56.78-14-5678-36-12.34.58-1234-78,12",T,56.78-14-5678-36-12.34.58-1234-78-1234-58.34.12-36-5678-14-78.56.12,1
Ipu Surprise Major,8,32,"56.78-14-5678-36-12.34.58.34.12-78,12",T,56.78-14-5678-36-12.34.58.34.12-78-12.34.58.34.12-36-5678-14-78.56.12,1
Taree Surprise Major,8,32,"56.78-14-5678-36-1234-58.34.12-78,12",T,56.78-14-5678-36-1234-58.34.12-78-12.34.58-1234-36-5678-14-78.56.12,1
Dett Surprise Major,8,32,"56.78-14-5678-36.12-12.3458.12.34.12.78,12",T,56.78-14-5678-36.12-12.3458.12.34.12.78.12.34.12.3458.12-12.36-5678-14-78.56.12,1
Pamir Surprise Major,8,32,"56.78-14-5678-36.12-1234.58.12.34.12.78,12",T,56.78-14-5678-36.12-1234.58.12.34.12.78.12.34.12.58.1234-12.36-5678-14-78.56.12,1
Dilos Surprise Major,8,32,"56.78-14-5678-36.12-1234.58.1234-12.78,12",T,56.78-14-5678-36.12-1234.58.1234-12.78.12-1234.58.1234-12.36-5678-14-78.56.12,1
Paoki Surprise Major,8,32,"56.78-14-5678-36.12.34.12.58.1234-12.78,12",T,56.78-14-5678-36.12.34.12.58.1234-12.78.12-1234.58.12.34.12.36-5678-14-78.56.12,1
Korpo Surprise Major,8,32,"56.78-14.56.78-1236-12-123458-1234-78,12",T,56.78-14.56.78-1236-12-123458-1234-78-1234-123458-12-1236-78.56.14-78.56.12,1
Valga Surprise Major,8,32,"56.78-14.56.78-1236-12.34.1258-1234-78,12",T,56.78-14.56.78-1236-12.34.1258-1234-78-1234-1258.34.12-1236-78.56.14-78.56.12,1
Kosti Surprise Major,8,32,"56.78-14.56.78-1236-12.34.1258.34.12-78,12",T,56.78-14.56.78-1236-12.34.1258.34.12-78-12.34.1258.34.12-1236-78.56.14-78.56.12,1
Varna Surprise Major,8,32,"56.78-14.56.78-1236-1234-1258.34.12-78,12",T,56.78-14.56.78-1236-1234-1258.34.12-78-12.34.1258-1234-1236-78.56.14-78.56.12,1
Gorga Surprise Major,8,32,"56.78-14.56.78-36-12-3458-1234-78,12",T,56.78-14.56.78-36-12-3458-1234-78-1234-3458-12-36-78.56.14-78.56.12,1
Ruel Surprise Major,8,32,"56.78-14.56.78-36-12.34.58-1234-78,12",T,56.78-14.56.78-36-12.34.58-1234-78-1234-58.34.12-36-78.56.14-78.56.12,1
Golmo Surprise Major,8,32,"56.78-14.56.78-36-12.34.58.34.12-78,12",T,56.78-14.56.78-36-12.34.58.34.12-78-12.34.58.34.12-36-78.56.14-78.56.12,1
Rusne Surprise Major,8,32,"56.78-14.56.78-36-1234-58.34.12-78,12",T,56.78-14.56.78-36-1234-58.34.12-78-12.34.58-1234-36-78.56.14-78.56.12,1
Arsk Surprise Major,8,32,"56.78-14.56.78-36.12-12.3458.12.34.12.78,12",T,56.78-14.56.78-36.12-12.3458.12.34.12.78.12.34.12.3458.12-12.36-78.56.14-78.56.12,1
Niort Surprise Major,8,32,"56.78-14.56.78-36.12-1234.58.12.34.12.78,12",T,56.78-14.56.78-36.12-1234.58.12.34.12.78.12.34.12.58.1234-12.36-78.56.14-78.56.12,1
Azzan Surprise Major,8,32,"56.78-14.56.78-36.12-1234.58.1234-12.78,12",T,56.78-14.56.78-36.12-1234.58.1234-12.78.12-1234.58.1234-12.36-78.56.14-78.56.12,1
Nmai Surprise Major,8,32,"56.78-14.56.78-36.12.34.12.58.1234-12.78,12",T,56.78-14.56.78-36.12.34.12.58.1234-12.78.12-1234.58.12.34.12.36-78.56.14-78.56.12,1
Mapia Surprise Major,8,32,"56.78-1456-78-1236-12-123458-1234-78,12",T,56.78-1456-78-1236-12-123458-1234-78-1234-123458-12-1236-78-1456-78.56.12,1
